gg/mm/aaaa;Vel Med [m/s];Dir Med;Vel Max [m/s]
02/12/16;0.8;S;5.0
03/12/16;1.1;NO;9.0
04/12/16;2.1;NE;7.9
05/12/16;0.2;SE;3.0
06/12/16;0.5;S;4.0
07/12/16;2.2;SO;10.9
08/12/16;0.3;NE;2.1
09/12/16;0.2;S;2.1
10/12/16;0.3;S;2.5
11/12/16;0.6;SO;3.9
12/12/16;0.9;SO;6.5
13/12/16;0.3;SE;2.5
14/12/16;0.2;S;2.0
15/12/16;0.6;S;5.3
16/12/16;2.7;SE;11.5
17/12/16;4.0;N;11.8
18/12/16;0.3;E;2.6
19/12/16;1.7;NE;10.9
20/12/16;5.0;NE;15.1
21/12/16;5.0;N;13.0
22/12/16;0.3;S;3.1
23/12/16;0.3;S;2.8
24/12/16;0.3;E;2.1
25/12/16;0.2;S;2.4
26/12/16;0.4;O;2.8
27/12/16;0.4;N;2.7
28/12/16;0.5;S;4.0
29/12/16;2.2;SE;9.8
30/12/16;3.2;N;11.7
31/12/16;0.9;NE;6.1
01/01/17;0.1;SE;1.9
02/01/17;0.8;SE;5.5
03/01/17;2.4;SE;11.4
04/01/17;0.7;NE;5.1
05/01/17;3.1;E;16.5
06/01/17;2.3;NE;9.8
07/01/17;1.2;NE;5.9
08/01/17;0.9;O;6.9
09/01/17;0.7;SE;4.1
10/01/17;2.5;O;12.4
11/01/17;2.2;NE;11.0
12/01/17;0.3;E;2.5
13/01/17;1.6;S;10.3
14/01/17;0.5;NE;2.9
15/01/17;3.3;S;12.2
16/01/17;5.7;NE;16.4
17/01/17;6.1;NE;17.3
18/01/17;5.1;N;17.7
19/01/17;4.1;NE;14.7
20/01/17;6.3;N;13.6
21/01/17;5.6;N;13.9
22/01/17;6.1;NE;13.0
23/01/17;6.4;N;14.7
24/01/17;5.0;NE;12.3
25/01/17;4.9;NE;13.3
26/01/17;1.9;NE;9.0
27/01/17;0.4;NE;3.4
28/01/17;0.8;S;6.2
29/01/17;0.4;SO;2.7
30/01/17;0.3;S;2.6
31/01/17;0.4;E;2.4
01/02/17;0.5;E;3.1
02/02/17;0.8;SE;2.8
03/02/17;1.4;NE;8.0
04/02/17;1.5;S;11.4
05/02/17;1.2;SO;7.0
06/02/17;2.7;E;11.5
07/02/17;3.2;NO;15.3
08/02/17;3.4;S;15.2
09/02/17;7.2;NE;18.8
10/02/17;4.3;NE;13.1
11/02/17;0.7;N;5.0
12/02/17;0.6;SE;4.9
13/02/17;2.0;SE;11.1
14/02/17;3.5;NE;12.8
15/02/17;0.6;SE;3.8
16/02/17;0.5;S;3.8
17/02/17;0.7;S;4.8
18/02/17;2.0;SE;7.4
19/02/17;0.6;SE;4.2
20/02/17;0.6;S;3.7
21/02/17;0.7;SE;8.0
22/02/17;0.7;SE;3.8
23/02/17;0.8;E;5.3
24/02/17;1.1;S;10.7
25/02/17;6.0;NE;18.1
26/02/17;1.9;NE;10.4
27/02/17;0.6;SE;6.7
28/02/17;2.6;S;13.2
01/03/17;1.7;S;9.3
02/03/17;1.0;E;6.2
03/03/17;0.6;E;3.7
04/03/17;1.1;E;5.5
05/03/17;1.4;S;8.3
06/03/17;1.7;SE;11.4
07/03/17;2.8;SO;12.7
08/03/17;2.9;NE;10.9
09/03/17;0.8;SE;5.9
10/03/17;2.2;S;15.9
11/03/17;2.5;NE;9.1
12/03/17;0.8;SE;3.8
13/03/17;2.7;S;9.6
14/03/17;1.1;SE;6.1
15/03/17;1.5;SE;8.5
16/03/17;0.7;SE;5.3
17/03/17;1.1;SE;7.9
18/03/17;1.4;SE;6.4
19/03/17;0.7;S;4.1
20/03/17;0.6;E;5.0
21/03/17;0.5;E;3.5
22/03/17;0.8;N;3.7
23/03/17;1.1;S;6.4
24/03/17;1.8;SE;10.5
25/03/17;1.4;E;8.3
26/03/17;1.6;SE;9.2
27/03/17;3.1;NE;15.0
28/03/17;2.4;NE;9.1
29/03/17;1.2;E;8.7
30/03/17;0.9;SE;6.1
31/03/17;0.8;SE;6.3
01/04/17;0.8;SE;6.7
02/04/17;1.7;E;9.9
03/04/17;3.0;NE;10.3
04/04/17;1.0;SE;9.2
05/04/17;3.1;SE;10.2
06/04/17;0.6;NE;6.8
07/04/17;0.8;SE;5.1
08/04/17;0.8;SE;5.3
09/04/17;0.9;E;5.1
10/04/17;1.1;SE;7.5
11/04/17;0.8;NE;5.3
12/04/17;1.0;NE;6.4
13/04/17;1.4;S;8.4
14/04/17;1.0;E;5.5
15/04/17;0.7;SO;3.7
16/04/17;1.3;NE;7.5
17/04/17;1.9;NE;11.9
18/04/17;2.4;SE;18.9
19/04/17;2.1;E;9.9
20/04/17;1.6;S;9.3
21/04/17;1.2;S;7.2
22/04/17;1.5;E;11.0
23/04/17;0.9;S;4.6
24/04/17;0.9;SE;5.2
25/04/17;1.5;S;7.4
26/04/17;2.5;S;13.6
27/04/17;1.5;SO;6.7
28/04/17;1.8;SO;12.5
29/04/17;2.4;SE;10.0
30/04/17;1.9;N;7.3
01/05/17;1.2;SE;7.5
02/05/17;1.1;NE;7.4
03/05/17;1.0;E;7.6
04/05/17;0.8;E;6.0
05/05/17;0.8;S;4.7
06/05/17;0.7;SE;5.4
07/05/17;0.8;O;6.5
08/05/17;0.9;NE;7.5
09/05/17;2.4;NE;10.7
10/05/17;1.0;SO;6.6
11/05/17;0.8;E;5.9
12/05/17;1.0;S;6.0
13/05/17;1.6;NO;7.8
14/05/17;1.1;SE;5.8
15/05/17;1.7;E;10.2
16/05/17;2.5;NE;9.6
17/05/17;2.6;NE;8.6
18/05/17;1.3;NE;5.4
19/05/17;1.3;S;8.6
20/05/17;1.2;SO;8.0
21/05/17;2.0;E;9.8
22/05/17;1.0;S;6.7
23/05/17;1.1;E;6.2
24/05/17;0.9;E;5.4
25/05/17;1.7;E;7.5
26/05/17;1.7;E;8.4
27/05/17;1.5;NE;5.8
28/05/17;1.1;E;5.1
29/05/17;1.2;S;6.5
30/05/17;1.2;E;6.5
31/05/17;1.0;NE;6.7
01/06/17;1.2;E;5.5
02/06/17;1.1;E;6.4
03/06/17;1.2;SE;5.3
04/06/17;1.3;E;6.9
05/06/17;0.9;SE;8.1
06/06/17;1.2;E;8.4
07/06/17;1.5;E;7.7
08/06/17;3.1;SE;9.6
09/06/17;1.3;E;4.8
10/06/17;0.9;SE;5.3
11/06/17;1.7;E;8.0
12/06/17;1.2;O;6.4
13/06/17;1.2;E;6.4
14/06/17;1.1;E;6.0
15/06/17;1.4;E;11.0
16/06/17;1.1;E;6.3
17/06/17;1.9;E;10.1
18/06/17;3.0;E;9.2
19/06/17;1.6;SE;6.5
20/06/17;1.4;E;8.1
21/06/17;1.1;E;6.1
22/06/17;1.4;S;7.1
23/06/17;1.4;SO;7.9
24/06/17;0.9;N;5.0
25/06/17;1.4;E;8.1
26/06/17;1.1;NE;7.0
27/06/17;1.3;SE;6.2
28/06/17;1.4;NE;12.1
29/06/17;2.7;SE;12.1
30/06/17;1.4;S;8.1
01/07/17;1.4;S;8.0
02/07/17;1.3;E;7.1
03/07/17;1.2;E;6.5
04/07/17;1.2;E;6.4
05/07/17;1.2;E;7.2
06/07/17;1.1;S;6.3
07/07/17;1.4;SE;7.4
08/07/17;1.0;E;5.7
09/07/17;1.2;E;6.7
10/07/17;1.4;SE;8.0
11/07/17;1.3;SO;7.5
12/07/17;1.3;E;8.8
13/07/17;1.1;E;6.3
14/07/17;3.4;O;13.5
15/07/17;3.7;N;10.4
16/07/17;3.2;NE;11.3
17/07/17;3.0;NE;10.2
18/07/17;1.2;O;6.2
19/07/17;1.3;E;6.7
20/07/17;1.0;E;5.1
21/07/17;1.1;E;7.0
22/07/17;1.2;S;8.2
23/07/17;1.3;E;7.3
24/07/17;1.8;E;9.0
25/07/17;0.9;E;13.3
26/07/17;1.1;NE;6.5
27/07/17;1.3;NE;8.4
28/07/17;1.2;E;7.4
29/07/17;0.9;NE;6.5
30/07/17;1.2;E;5.8
31/07/17;0.8;NE;4.2
01/08/17;1.0;E;7.1
02/08/17;1.1;S;6.0
03/08/17;1.2;SE;7.1
04/08/17;1.1;E;6.3
05/08/17;1.0;SE;5.5
06/08/17;1.2;E;7.1
07/08/17;3.4;NE;10.3
08/08/17;1.2;NE;7.1
09/08/17;1.3;NE;7.3
10/08/17;1.1;NE;16.7
11/08/17;1.9;S;10.8
12/08/17;1.0;E;4.8
13/08/17;1.0;E;5.0
14/08/17;0.9;E;4.5
15/08/17;1.0;SE;7.1
16/08/17;1.1;E;5.9
17/08/17;1.6;E;7.7
18/08/17;1.1;E;5.8
19/08/17;1.2;S;5.5
20/08/17;3.7;NE;12.0
21/08/17;2.6;E;10.6
22/08/17;1.6;N;6.8
23/08/17;1.1;E;5.7
24/08/17;0.9;NE;4.9
25/08/17;1.0;E;5.3
26/08/17;1.0;E;6.0
27/08/17;1.1;E;6.5
28/08/17;1.2;NE;9.4
29/08/17;1.9;NE;9.0
30/08/17;1.1;NE;5.8
31/08/17;1.0;NE;8.3
01/09/17;1.3;E;8.5
02/09/17;2.3;SO;12.8
03/09/17;1.0;NE;5.6
04/09/17;0.8;S;4.5
05/09/17;0.9;E;5.2
06/09/17;0.6;E;4.6
07/09/17;1.1;NE;10.2
08/09/17;1.1;E;4.8
09/09/17;1.0;E;8.5
10/09/17;0.9;NE;6.5
11/09/17;0.9;SE;6.1
12/09/17;2.0;NE;11.7
13/09/17;0.8;E;6.4
14/09/17;1.3;E;8.3
15/09/17;0.8;S;5.6
16/09/17;0.8;S;4.4
17/09/17;1.8;E;11.0
18/09/17;0.7;SO;5.1
19/09/17;1.7;SE;9.4
20/09/17;1.3;NE;8.8
21/09/17;0.7;E;5.8
22/09/17;0.6;S;5.5
23/09/17;0.6;SE;4.0
24/09/17;0.5;SE;4.5
25/09/17;2.1;E;9.1
26/09/17;3.3;NE;11.2
27/09/17;2.2;S;9.4
28/09/17;2.5;E;9.0
29/09/17;2.2;NE;11.7
30/09/17;2.1;NE;7.7
01/10/17;0.3;S;3.9
02/10/17;1.0;E;6.1
03/10/17;0.5;S;4.6
04/10/17;0.6;E;4.1
05/10/17;1.2;S;7.3
06/10/17;1.9;S;17.7
07/10/17;1.1;SE;4.5
08/10/17;0.4;E;3.1
09/10/17;0.6;E;4.1
10/10/17;0.5;E;3.9
11/10/17;0.5;SE;5.2
12/10/17;0.3;S;2.6
13/10/17;0.5;E;3.4
14/10/17;0.4;SE;2.7
15/10/17;0.4;SE;2.7
16/10/17;0.4;E;2.6
17/10/17;0.3;S;2.3
18/10/17;0.4;NE;3.8
19/10/17;0.4;O;3.0
20/10/17;0.5;S;2.7
21/10/17;0.5;S;4.3
22/10/17;1.5;E;9.7
23/10/17;0.7;N;5.3
24/10/17;0.7;S;6.5
25/10/17;1.4;E;8.3
26/10/17;0.4;S;2.3
27/10/17;0.5;E;4.8
28/10/17;1.0;N;6.7
29/10/17;0.8;SE;7.2
30/10/17;2.7;NE;13.0
31/10/17;2.1;NE;8.8
01/11/17;0.3;S;2.5
02/11/17;0.1;SE;2.5
03/11/17;0.2;SE;2.5
04/11/17;0.5;S;4.3
05/11/17;1.2;N;7.7
06/11/17;0.7;E;6.2
07/11/17;0.4;NE;4.8
08/11/17;0.6;S;3.3
09/11/17;0.5;SE;4.8
10/11/17;3.2;NE;11.8
11/11/17;0.4;SE;3.2
12/11/17;0.4;S;4.8
13/11/17;3.1;S;17.1
14/11/17;4.1;NE;14.7
15/11/17;4.4;N;15.5
16/11/17;4.7;NE;13.5
17/11/17;3.9;NE;13.6
18/11/17;2.6;N;9.7
19/11/17;0.4;SE;2.7
20/11/17;0.4;SE;3.0
21/11/17;0.2;SE;1.9
22/11/17;0.2;E;4.0
23/11/17;0.4;S;2.6
24/11/17;0.2;NE;2.0
25/11/17;1.0;SE;7.9
26/11/17;1.7;S;13.5
27/11/17;1.8;N;6.9
28/11/17;0.2;SE;2.5
29/11/17;0.4;NO;2.9
30/11/17;0.8;E;6.3
01/12/17;0.8;SE;5.5
02/12/17;4.7;N;15.0
03/12/17;3.6;NE;11.8
04/12/17;1.2;SE;6.8
05/12/17;0.2;E;2.0
06/12/17;0.2;S;2.2
07/12/17;0.2;SO;2.4
08/12/17;1.9;SE;10.3
09/12/17;1.6;SO;11.4
10/12/17;0.5;E;6.2
11/12/17;3.8;S;13.3
12/12/17;1.5;S;11.0
13/12/17;1.1;SE;7.8
14/12/17;2.1;SO;8.6
15/12/17;1.0;S;7.7
16/12/17;1.6;NE;11.4
17/12/17;1.1;NE;6.2
18/12/17;0.4;S;2.5
19/12/17;0.8;S;5.0
20/12/17;1.7;SE;9.4
21/12/17;1.9;NE;7.5
22/12/17;0.4;SE;3.3
23/12/17;0.3;S;2.1
24/12/17;0.2;SE;1.7
25/12/17;0.2;E;1.9
26/12/17;0.6;NE;3.2
27/12/17;1.3;NE;7.9
28/12/17;1.0;SE;6.7
29/12/17;1.1;N;5.6
30/12/17;0.6;S;4.1
31/12/17;0.2;S;1.6
01/01/18;1.0;NE;6.7
02/01/18;1.1;S;8.4
03/01/18;0.8;S;14.0
04/01/18;0.3;E;2.5
05/01/18;0.7;NO;3.8
06/01/18;0.7;NE;3.1
07/01/18;0.5;S;2.3
08/01/18;0.7;E;3.5
09/01/18;0.6;E;4.2
10/01/18;0.4;NE;3.2
11/01/18;1.5;NO;9.2
12/01/18;3.7;NE;11.8
13/01/18;2.2;N;9.9
14/01/18;2.2;NE;10.1
15/01/18;0.4;SE;2.7
16/01/18;2.9;E;10.2
17/01/18;3.4;SO;15.2
18/01/18;0.9;E;6.0
19/01/18;0.6;S;6.0
20/01/18;0.8;NE;5.6
21/01/18;1.4;NE;7.8
22/01/18;0.3;NE;4.7
23/01/18;1.6;NO;8.7
24/01/18;0.3;E;4.0
25/01/18;0.3;SE;2.3
26/01/18;0.5;SE;3.7
27/01/18;0.4;E;2.1
28/01/18;0.4;SE;2.4
29/01/18;0.5;SE;3.6
30/01/18;0.6;E;3.8
31/01/18;0.6;NE;3.5
01/02/18;2.0;SE;8.9
02/02/18;2.6;NE;14.2
03/02/18;3.1;NE;16.8
04/02/18;0.6;E;2.8
05/02/18;1.5;SE;7.9
06/02/18;3.7;NE;13.5
07/02/18;2.7;NE;14.4
08/02/18;1.0;E;5.8
09/02/18;0.6;S;3.7
10/02/18;2.2;E;10.6
11/02/18;1.4;N;6.4
12/02/18;2.2;NE;10.4
13/02/18;3.4;SE;11.7
14/02/18;2.3;S;9.7
15/02/18;0.6;NE;3.0
16/02/18;0.2;SE;2.5
17/02/18;0.3;NE;2.0
18/02/18;4.6;S;15.6
19/02/18;6.5;N;16.6
20/02/18;4.5;NE;14.2
21/02/18;5.1;NE;16.7
22/02/18;5.4;N;15.6
23/02/18;6.5;NE;19.5
24/02/18;6.7;NE;17.3
25/02/18;6.2;NE;15.9
26/02/18;4.4;NE;14.8
27/02/18;4.1;N;12.6
28/02/18;2.4;NE;9.3
01/03/18;5.0;N;10.2
02/03/18;1.1;NO;4.5
03/03/18;1.5;S;8.7
04/03/18;0.7;E;3.8
05/03/18;3.4;NE;11.1
06/03/18;0.9;SE;5.9
07/03/18;1.5;SE;9.4
08/03/18;1.1;E;7.8
09/03/18;0.7;E;4.0
10/03/18;0.4;SE;2.4
11/03/18;1.2;S;8.6
12/03/18;1.4;S;7.3
13/03/18;1.6;SO;6.9
14/03/18;0.9;SE;5.9
15/03/18;1.0;SE;5.1
16/03/18;1.0;NO;5.6
17/03/18;1.1;S;10.4
18/03/18;1.1;E;5.7
19/03/18;2.4;N;10.9
20/03/18;3.8;NE;15.5
21/03/18;6.1;NE;15.9
22/03/18;5.2;NE;15.4
23/03/18;2.5;N;12.2
24/03/18;1.8;E;8.4
25/03/18;3.5;NE;14.6
26/03/18;2.9;NE;9.4
27/03/18;1.0;E;5.7
28/03/18;0.8;E;5.5
29/03/18;1.2;E;6.1
30/03/18;2.2;NE;9.7
31/03/18;1.7;S;11.1
01/04/18;1.3;N;8.3
02/04/18;1.1;SE;5.3
03/04/18;1.0;E;6.3
04/04/18;1.0;NE;7.2
05/04/18;1.2;E;7.1
06/04/18;0.9;E;4.7
07/04/18;1.1;SE;5.3
08/04/18;1.6;SE;10.4
09/04/18;2.4;NE;16.3
10/04/18;1.2;S;8.1
11/04/18;0.6;NE;2.9
12/04/18;0.6;S;4.0
13/04/18;0.7;SE;4.2
14/04/18;3.8;E;12.9
15/04/18;5.0;NE;16.0
16/04/18;1.1;NE;7.2
17/04/18;1.9;E;10.3
18/04/18;3.1;N;12.7
19/04/18;3.3;NE;11.4
20/04/18;3.3;E;11.6
21/04/18;2.2;E;10.4
22/04/18;1.1;S;5.4
23/04/18;1.1;SE;6.7
24/04/18;0.8;SE;4.4
25/04/18;1.0;E;5.0
26/04/18;1.1;SE;4.9
27/04/18;1.6;E;8.6
28/04/18;1.0;SE;5.2
29/04/18;1.1;NE;8.3
30/04/18;2.1;S;9.8
01/05/18;0.5;E;2.8
02/05/18;4.1;E;12.6
03/05/18;4.0;N;13.8
04/05/18;3.7;N;12.1
05/05/18;2.7;S;10.4
06/05/18;1.2;E;9.5
07/05/18;0.9;NE;5.8
08/05/18;0.9;SE;7.3
09/05/18;0.8;SE;6.5
10/05/18;0.8;NE;5.5
11/05/18;1.1;NE;6.3
12/05/18;1.0;SO;5.0
13/05/18;1.1;NE;7.3
14/05/18;1.3;SO;7.9
15/05/18;1.0;E;6.5
16/05/18;0.9;SE;4.1
17/05/18;1.0;E;6.2
18/05/18;1.5;SE;6.5
19/05/18;1.6;SE;7.8
20/05/18;1.7;SE;8.8
21/05/18;2.0;SE;10.2
22/05/18;0.7;NE;3.1
23/05/18;0.9;E;7.5
24/05/18;1.0;E;6.0
25/05/18;0.9;E;5.6
26/05/18;1.2;NE;5.9
27/05/18;0.9;SE;5.5
28/05/18;1.0;NE;5.3
29/05/18;0.9;E;4.4
30/05/18;0.7;SE;4.7
31/05/18;1.2;SE;6.7
01/06/18;1.2;S;6.1
02/06/18;1.2;E;5.2
03/06/18;0.9;SE;8.0
04/06/18;1.1;SE;10.3
05/06/18;1.3;S;6.2
06/06/18;1.1;NE;7.1
07/06/18;1.0;E;5.5
08/06/18;1.5;SE;7.4
09/06/18;1.6;E;7.6
10/06/18;1.0;SE;5.0
11/06/18;0.8;SE;5.5
12/06/18;1.6;E;9.1
13/06/18;1.1;SO;4.8
14/06/18;3.0;SE;11.9
15/06/18;2.5;NE;9.9
16/06/18;1.8;E;8.9
17/06/18;1.2;S;6.1
18/06/18;2.1;E;9.5
19/06/18;2.5;NE;10.1
20/06/18;2.6;NE;9.2
21/06/18;1.3;O;7.9
22/06/18;1.9;SE;10.6
23/06/18;4.3;N;12.4
24/06/18;1.0;SE;5.0
25/06/18;2.8;E;13.1
26/06/18;2.9;NE;12.9
27/06/18;1.8;S;8.5
28/06/18;1.0;N;5.6
29/06/18;1.3;NE;5.9
30/06/18;1.2;E;5.3
01/07/18;1.2;E;7.3
02/07/18;1.2;E;5.8
03/07/18;1.3;NE;7.1
04/07/18;1.3;O;6.7
05/07/18;1.3;E;6.5
06/07/18;1.3;SO;9.1
07/07/18;0.8;E;3.3
08/07/18;1.0;SE;5.5
09/07/18;1.1;NE;6.5
10/07/18;1.1;E;6.5
11/07/18;1.4;NE;6.7
12/07/18;1.2;E;6.6
13/07/18;1.1;E;6.5
14/07/18;1.0;SE;5.1
15/07/18;1.2;E;9.9
16/07/18;1.4;SE;11.6
17/07/18;1.4;SE;5.9
18/07/18;1.2;E;6.6
19/07/18;1.2;SE;7.0
20/07/18;1.2;S;6.9
21/07/18;1.5;SE;7.5
22/07/18;1.7;SO;8.6
23/07/18;1.9;S;9.2
24/07/18;1.4;NE;7.1
25/07/18;1.1;E;7.0
26/07/18;0.9;NE;6.3
27/07/18;1.2;SE;6.2
28/07/18;1.3;E;6.2
29/07/18;1.1;NE;5.1
30/07/18;1.4;NE;6.6
31/07/18;1.3;O;7.6
01/08/18;0.9;E;4.6
02/08/18;1.1;E;10.0
03/08/18;2.9;N;10.5
04/08/18;2.6;N;11.7
05/08/18;1.8;SE;9.2
06/08/18;1.1;S;6.1
07/08/18;1.3;NE;15.0
08/08/18;1.0;NE;10.6
09/08/18;1.0;SE;5.9
10/08/18;1.2;E;7.2
11/08/18;1.2;E;6.6
12/08/18;0.9;E;5.9
13/08/18;0.9;E;9.6
14/08/18;1.1;E;5.6
15/08/18;3.0;N;12.8
16/08/18;2.3;NE;9.4
17/08/18;0.9;E;4.6
18/08/18;1.4;NE;8.6
19/08/18;2.1;S;11.4
20/08/18;2.1;SO;11.3
21/08/18;2.0;S;9.3
22/08/18;1.3;SE;16.9
23/08/18;0.9;SE;6.3
24/08/18;1.0;S;7.5
25/08/18;1.0;E;6.0
26/08/18;3.1;E;12.6
27/08/18;2.2;E;9.0
28/08/18;2.4;SE;10.0
29/08/18;0.9;SE;4.9
30/08/18;0.9;E;5.3
31/08/18;0.9;E;9.2
01/09/18;0.9;E;5.4
02/09/18;1.5;NE;8.1
03/09/18;0.9;SE;5.6
04/09/18;1.0;E;6.8
05/09/18;0.9;E;4.4
06/09/18;1.0;E;6.8
07/09/18;1.1;E;5.7
08/09/18;1.3;NE;8.6
09/09/18;0.8;SE;5.0
10/09/18;0.8;E;4.4
11/09/18;0.8;E;4.8
12/09/18;0.9;SE;4.5
13/09/18;0.6;S;3.0
14/09/18;0.9;NE;6.1
15/09/18;0.9;E;4.5
16/09/18;0.9;E;5.5
17/09/18;0.9;E;6.0
18/09/18;1.0;SE;7.1
19/09/18;1.6;E;7.9
20/09/18;2.6;E;9.9
21/09/18;0.9;S;5.3
22/09/18;0.8;SE;4.2
23/09/18;1.4;E;6.6
24/09/18;3.1;S;19.5
25/09/18;4.9;NE;15.0
26/09/18;4.4;NE;15.0
27/09/18;1.9;SE;10.1
28/09/18;1.0;SO;5.2
29/09/18;3.7;SE;11.7
30/09/18;1.3;NE;5.2
01/10/18;2.1;SE;13.8
02/10/18;3.8;NE;14.7
03/10/18;2.5;SE;12.0
04/10/18;5.6;N;14.4
05/10/18;5.2;N;14.9
06/10/18;2.0;N;9.2
07/10/18;0.6;SE;3.7
08/10/18;1.8;E;9.0
09/10/18;2.5;SE;8.9
10/10/18;1.2;E;4.7
11/10/18;0.5;S;3.2
12/10/18;2.9;SO;11.7
13/10/18;2.5;E;10.4
14/10/18;1.1;SE;6.7
15/10/18;2.3;S;10.5
16/10/18;3.3;NE;10.3
17/10/18;3.7;N;11.1
18/10/18;3.9;NE;13.8
19/10/18;2.8;E;9.3
20/10/18;2.0;S;10.7
21/10/18;2.3;S;15.9
22/10/18;3.8;NE;15.5
23/10/18;2.6;N;10.7
24/10/18;0.6;SE;3.7
25/10/18;0.5;SO;4.0
26/10/18;0.7;E;5.5
27/10/18;3.1;E;11.8
28/10/18;1.6;S;9.1
29/10/18;2.9;E;19.0
30/10/18;1.7;S;10.8
31/10/18;0.8;S;4.5
01/11/18;0.8;SE;6.8
02/11/18;1.2;S;5.4
03/11/18;3.1;N;14.0
04/11/18;2.5;N;12.3
05/11/18;0.8;NE;4.0
06/11/18;0.8;NE;3.5
07/11/18;1.0;SE;5.4
08/11/18;0.5;SE;2.8
09/11/18;0.6;E;3.3
10/11/18;0.5;NE;2.3
11/11/18;0.4;SE;2.4
12/11/18;0.3;S;1.9
13/11/18;0.4;N;2.5
14/11/18;1.4;S;8.6
15/11/18;3.4;SE;12.6
16/11/18;3.4;N;12.7
17/11/18;3.1;N;10.8
18/11/18;4.1;NE;14.1
19/11/18;4.3;NE;14.3
20/11/18;5.6;NE;16.8
21/11/18;0.6;NE;3.5
22/11/18;0.4;NE;2.8
23/11/18;0.9;NE;5.6
24/11/18;0.8;E;4.6
25/11/18;0.9;S;6.9
26/11/18;0.6;NO;5.7
27/11/18;1.5;SO;8.6
28/11/18;1.6;N;10.3
29/11/18;2.0;N;11.2
30/11/18;0.3;SE;2.2
01/12/18;1.7;N;6.5
02/12/18;0.2;S;1.7
03/12/18;0.4;NO;3.5
04/12/18;0.5;S;2.5
05/12/18;0.5;NE;2.5
06/12/18;1.6;S;10.3
07/12/18;0.5;NO;4.4
08/12/18;1.2;S;14.4
09/12/18;1.0;E;7.8
10/12/18;0.9;S;4.2
11/12/18;1.0;SE;7.2
12/12/18;0.5;E;5.9
13/12/18;3.2;S;13.1
14/12/18;6.0;NE;14.9
15/12/18;2.8;N;11.8
16/12/18;0.6;SE;4.2
17/12/18;3.5;E;13.2
18/12/18;1.0;NE;7.7
19/12/18;0.2;S;3.8
20/12/18;0.6;O;4.7
21/12/18;1.0;NE;5.0
22/12/18;0.7;SO;5.0
23/12/18;0.4;E;2.6
24/12/18;1.0;E;6.7
25/12/18;1.3;NE;6.4
26/12/18;0.5;S;2.8
27/12/18;0.2;SE;1.9
28/12/18;0.3;S;2.4
29/12/18;0.4;SE;2.6
30/12/18;0.6;NO;3.3
31/12/18;0.6;S;3.6
01/01/19;0.7;SO;3.4
02/01/19;2.0;E;14.3
03/01/19;1.2;NE;5.2
04/01/19;0.6;E;2.4
05/01/19;0.4;E;1.8
06/01/19;0.5;S;2.3
07/01/19;0.4;NE;2.5
08/01/19;0.3;NE;2.5
09/01/19;0.8;E;5.2
10/01/19;2.3;SE;10.4
11/01/19;1.3;S;8.3
12/01/19;0.4;S;2.0
13/01/19;0.4;SE;2.1
14/01/19;2.0;E;11.1
15/01/19;1.1;N;8.8
16/01/19;0.7;S;5.2
17/01/19;1.1;S;4.9
18/01/19;1.6;E;9.7
19/01/19;3.4;SE;10.7
20/01/19;2.0;NE;8.2
21/01/19;5.0;N;13.0
22/01/19;3.1;NE;13.0
23/01/19;1.4;SE;7.8
24/01/19;4.5;NE;15.9
25/01/19;3.5;N;13.8
26/01/19;1.3;N;10.2
27/01/19;0.6;N;4.4
28/01/19;1.7;S;8.9
29/01/19;2.2;E;9.3
30/01/19;0.8;SE;4.6
31/01/19;0.6;SE;3.3
01/02/19;1.6;O;10.6
02/02/19;1.4;S;8.1
03/02/19;1.5;S;7.3
04/02/19;4.3;NE;13.8
05/02/19;4.2;N;12.0
06/02/19;4.2;E;14.6
07/02/19;1.1;NE;9.1
08/02/19;1.6;S;7.6
09/02/19;0.4;SE;2.2
10/02/19;1.5;NE;8.4
11/02/19;1.8;S;10.1
12/02/19;0.8;N;3.9
13/02/19;1.5;S;6.9
14/02/19;0.7;SO;2.9
15/02/19;1.8;E;8.5
16/02/19;2.0;N;8.0
17/02/19;0.7;E;2.8
18/02/19;0.7;SE;3.6
19/02/19;0.7;SE;4.3
20/02/19;0.6;SE;4.3
21/02/19;0.6;E;4.5
22/02/19;0.7;E;3.7
23/02/19;3.7;SE;13.6
24/02/19;6.0;NE;15.8
25/02/19;3.7;N;13.4
26/02/19;2.8;NE;12.2
27/02/19;0.7;E;3.4
28/02/19;0.9;NE;6.0
01/03/19;0.6;NE;2.9
02/03/19;0.7;E;2.9
03/03/19;0.8;SE;5.2
04/03/19;2.1;S;9.1
05/03/19;1.7;SO;8.3
06/03/19;0.8;E;5.5
07/03/19;1.3;S;6.2
08/03/19;1.8;SO;8.2
09/03/19;1.1;E;8.7
10/03/19;0.5;SE;3.1
11/03/19;2.5;S;17.5
12/03/19;1.3;NE;8.0
13/03/19;0.7;SE;4.3
14/03/19;1.4;NE;8.5
15/03/19;1.2;S;8.0
16/03/19;1.2;S;7.4
17/03/19;1.3;E;6.8
18/03/19;2.3;S;11.6
19/03/19;4.8;N;15.8
20/03/19;4.9;NE;15.8
21/03/19;7.2;NE;18.2
22/03/19;5.7;NE;15.4
23/03/19;3.8;NE;11.8
24/03/19;1.1;SE;5.6
25/03/19;1.1;SE;7.3
26/03/19;6.5;NE;20.7
27/03/19;4.7;NE;15.2
28/03/19;3.9;N;14.4
