gg/mm/aaaa;Max [°C];Min [°C]
19/10/11;22.6;10.5
20/10/11;17.7;9.6
21/10/11;14.8;8.7
22/10/11;16.1;7.4
23/10/11;17.1;2.5
24/10/11;14.9;9.7
25/10/11;18.2;10.8
26/10/11;20.5;8.8
27/10/11;17.9;7.1
28/10/11;21.9;5.8
29/10/11;22;6.2
30/10/11;20.3;6.2
31/10/11;19.5;7.3
01/11/11;19.2;7.2
02/11/11;20.4;6.5
03/11/11;20.9;6
04/11/11;18.4;14
05/11/11;21.2;15.2
06/11/11;18;11.9
07/11/11;14.4;10.2
08/11/11;20.2;11.3
09/11/11;22;9.5
10/11/11;20.2;6.8
11/11/11;18.4;4.1
12/11/11;14.9;7.1
13/11/11;16.6;5.5
14/11/11;17.7;0.2
15/11/11;16;-1.6
16/11/11;17.1;-1.9
17/11/11;15.2;-1
18/11/11;14.8;-1.1
19/11/11;12.9;-1.6
20/11/11;14.1;-1.6
21/11/11;15.5;1.8
22/11/11;14.7;6.9
23/11/11;16;10.6
24/11/11;15.8;8
25/11/11;18;3.3
26/11/11;15.6;0.5
27/11/11;15.5;0.1
28/11/11;16.2;2.6
29/11/11;15.2;1
30/11/11;13.7;-0.1
01/12/11;12.1;2.4
02/12/11;17.7;9
03/12/11;18;9.6
04/12/11;12.3;9.4
05/12/11;14.8;9.3
06/12/11;14.1;4.7
07/12/11;13.4;4.7
08/12/11;17.5;6.5
09/12/11;11.4;5.1
10/12/11;12.9;10.1
11/12/11;14.4;10.5
12/12/11;12.1;7.8
13/12/11;13.4;2.8
14/12/11;12.7;9.5
15/12/11;14.7;9.8
16/12/11;14.5;10.4
17/12/11;14.2;0
18/12/11;7.3;-2
19/12/11;9.4;-1.6
20/12/11;6;-4.8
21/12/11;8.3;-3
22/12/11;12.2;-4.3
23/12/11;9.8;-3.4
24/12/11;8.3;-1.7
25/12/11;11.5;3.3
26/12/11;11.9;3.4
27/12/11;14.3;0.4
28/12/11;11.1;-2.5
29/12/11;10.7;-0.6
30/12/11;9.5;0.6
31/12/11;10.8;-3
01/01/12;12.7;-1.7
02/01/12;13;4.1
03/01/12;13;2.9
04/01/12;8.8;1.6
05/01/12;9.3;0.3
06/01/12;11.8;4
07/01/12;12.2;-2.1
08/01/12;11.2;-2
09/01/12;14;-2.7
10/01/12;12.3;-2.7
11/01/12;11.6;-3
12/01/12;10.6;-3
13/01/12;13.3;4.7
14/01/12;13.2;-1.6
15/01/12;11.2;-4.8
16/01/12;10.8;-4.8
17/01/12;9.6;-5.2
18/01/12;10.7;-4.6
19/01/12;9.1;-0.9
20/01/12;12;3.3
21/01/12;13.6;0.8
22/01/12;15.6;2.3
23/01/12;12.7;7.2
24/01/12;15.3;2.6
25/01/12;11.6;-2.3
26/01/12;10.2;-5.5
27/01/12;10.8;-0.2
28/01/12;12;-1.3
29/01/12;10.6;1.2
30/01/12;4.6;1.3
31/01/12;3.2;-0.3
01/02/12;2.3;-0.8
02/02/12;0.8;-1.8
03/02/12;-1.6;-3.7
04/02/12;-1.4;-4
05/02/12;-0.9;-3.4
06/02/12;-0.1;-4.3
07/02/12;1.6;-2.8
08/02/12;3.2;0.3
09/02/12;8.5;0
10/02/12;2.6;-3.1
11/02/12;0.7;-3.4
12/02/12;0.3;-4.1
13/02/12;4.4;-3.1
14/02/12;8.3;-4.3
15/02/12;3.3;-6.2
16/02/12;14.6;-2.8
17/02/12;13.1;-2.4
18/02/12;12.4;4.8
19/02/12;8.6;5.6
20/02/12;8.8;3.1
21/02/12;11.1;4.4
22/02/12;12.6;4.9
23/02/12;19.8;4.4
24/02/12;18.4;1.7
25/02/12;14.8;6.5
26/02/12;15.4;5.3
27/02/12;16.7;-0.8
28/02/12;16.2;2.2
29/02/12;14;6.2
01/03/12;20.9;3.3
02/03/12;16.2;4.8
03/03/12;17.7;7.8
04/03/12;17.2;7.2
05/03/12;16.9;8.5
06/03/12;11.2;6.2
07/03/12;14.8;2.7
08/03/12;16.3;0
09/03/12;13.7;7.2
10/03/12;14.6;6.7
11/03/12;17;5.7
12/03/12;21.1;1.2
13/03/12;21.9;2.6
14/03/12;21.3;2.1
15/03/12;20.3;2.2
16/03/12;19;6.9
17/03/12;19.8;2.7
18/03/12;18.7;9.8
19/03/12;17.5;4.5
20/03/12;18.5;2.6
21/03/12;24.6;7
22/03/12;24.8;5.7
23/03/12;22.7;5.6
24/03/12;23.8;7.5
25/03/12;22.9;5
26/03/12;24.1;7.6
27/03/12;24.8;4.9
28/03/12;26;5.2
29/03/12;24;5
30/03/12;21.9;6.8
31/03/12;21.7;7.6
01/04/12;22.6;9.9
02/04/12;22.9;10.5
03/04/12;16.9;11.6
04/04/12;22.7;9.8
05/04/12;20.9;11.1
06/04/12;21.1;11.7
07/04/12;16.4;10.5
08/04/12;14.4;3.7
09/04/12;15.6;1.1
10/04/12;18.9;1.7
11/04/12;13.7;7.4
12/04/12;18.7;8.3
13/04/12;18.5;7.9
14/04/12;12.5;9.4
15/04/12;17.5;7.6
16/04/12;14;5.7
17/04/12;19.6;9.3
18/04/12;15.4;7.7
19/04/12;17.4;6.9
20/04/12;14.3;7.9
21/04/12;18.8;7.6
22/04/12;19.3;9.1
23/04/12;18.4;7.1
24/04/12;16.6;9.4
25/04/12;20.5;9.8
26/04/12;23.4;5.5
27/04/12;28.1;8.6
28/04/12;31.7;11.4
29/04/12;22;14
30/04/12;22.3;12.3
01/05/12;19.9;12.4
02/05/12;21.7;9
03/05/12;21.7;9.9
04/05/12;21.5;8.9
05/05/12;23;6.5
06/05/12;18.6;13
07/05/12;22.8;12.6
08/05/12;22.8;12.1
09/05/12;24.2;12.3
10/05/12;29.9;9.2
11/05/12;31.7;11.5
12/05/12;29.1;13.4
13/05/12;18.7;9.8
14/05/12;18.1;7.7
15/05/12;23;5.7
16/05/12;20.5;7.8
17/05/12;23.7;6.3
18/05/12;23.4;5.7
19/05/12;26.6;6.2
20/05/12;18.9;11.3
21/05/12;22.2;9.9
22/05/12;23.4;8.8
23/05/12;25.6;13
24/05/12;29.5;13.2
25/05/12;28.8;15.7
26/05/12;25.9;13.6
27/05/12;27;10.5
28/05/12;24.3;12.6
29/05/12;25.2;14.4
30/05/12;27.3;14.3
31/05/12;28.1;14.4
01/06/12;24.3;16.9
02/06/12;26.9;15.6
03/06/12;29;17.9
04/06/12;22.4;13.3
05/06/12;27.3;10.9
06/06/12;26.8;11.3
07/06/12;28.7;13
08/06/12;30.9;14.3
09/06/12;30;17
10/06/12;25.2;13.7
11/06/12;25.2;16.5
12/06/12;23.4;15.5
13/06/12;23.8;13.4
14/06/12;26.4;12.5
15/06/12;29.7;9.8
16/06/12;33.4;11.6
17/06/12;34.9;13.8
18/06/12;35.6;16.5
19/06/12;36.1;17.4
20/06/12;35.3;18.9
21/06/12;32.4;18
22/06/12;31.4;18.5
23/06/12;32.7;16.2
24/06/12;33.6;15.5
25/06/12;32.4;18.8
26/06/12;32.6;16.5
27/06/12;36;19.3
28/06/12;35.5;19.3
29/06/12;35.9;17.8
30/06/12;37;18.5
01/07/12;38.1;19.4
02/07/12;37;20.5
03/07/12;31;18.4
04/07/12;33.6;16.4
05/07/12;35.3;16.2
06/07/12;34.5;17.9
07/07/12;33.8;17.3
08/07/12;36.2;15.2
09/07/12;35.7;20.1
10/07/12;33.9;17.5
11/07/12;33.4;17.9
12/07/12;34;18.8
13/07/12;30.5;15.6
14/07/12;34.5;21.5
15/07/12;28.8;17.2
16/07/12;31.5;15.4
17/07/12;35.2;14.3
18/07/12;37.2;15.6
19/07/12;35.8;16.2
20/07/12;36.7;16.1
21/07/12;33.4;18.7
22/07/12;28.4;20.6
23/07/12;23.5;18.5
24/07/12;29.6;21.1
25/07/12;34.9;19.1
26/07/12;33.8;16.9
27/07/12;38.4;18
28/07/12;39.6;17.8
29/07/12;34.4;19.5
30/07/12;34.6;18
31/07/12;37.4;16.2
01/08/12;38;18.7
02/08/12;38.1;18.3
03/08/12;36.7;16.9
04/08/12;38.8;17
05/08/12;37.8;17.3
06/08/12;33.8;22
07/08/12;35.8;17.8
08/08/12;37.2;13.7
09/08/12;38;17.1
10/08/12;33.9;23.1
11/08/12;34.9;17.9
12/08/12;34.7;17.3
13/08/12;36.3;18.4
14/08/12;36.4;19.3
15/08/12;36.3;17.9
16/08/12;34.2;16.9
17/08/12;38.2;18.7
18/08/12;38.8;20.3
19/08/12;40.7;19
20/08/12;40.9;19.1
21/08/12;39.6;20.9
22/08/12;39;20.1
23/08/12;39.2;19.6
24/08/12;38;19.1
25/08/12;36.8;18.5
26/08/12;29.9;17.7
27/08/12;32.1;15.3
28/08/12;34.2;13.4
29/08/12;34.4;14.9
30/08/12;34.4;17.3
31/08/12;27.7;15.5
01/09/12;22.6;14.1
02/09/12;23.8;13.2
03/09/12;27.5;14.4
04/09/12;25.7;13.7
05/09/12;27.3;19.7
06/09/12;30.1;16.5
07/09/12;32.4;16.2
08/09/12;32.7;14.7
09/09/12;32.4;11.7
10/09/12;29.7;15.2
11/09/12;29.6;17
12/09/12;30;18
13/09/12;22;15.5
14/09/12;23.8;15.8
15/09/12;26.3;14.6
16/09/12;26.9;14.7
17/09/12;27.8;10.5
18/09/12;28.5;12.5
19/09/12;18.4;16.1
20/09/12;23.4;12.9
21/09/12;25.3;6.7
22/09/12;24.9;9.6
23/09/12;28.8;18.8
24/09/12;28.5;19.5
25/09/12;27.1;15.4
26/09/12;28.7;19.5
27/09/12;24.5;15.2
28/09/12;28.8;13.8
29/09/12;24.4;18.6
30/09/12;25.6;16.5
01/10/12;24.4;14.9
02/10/12;23.6;14.7
03/10/12;21.5;11.6
04/10/12;24.4;13.7
05/10/12;25.6;14.4
06/10/12;25;11.6
07/10/12;23.6;16.5
08/10/12;27.9;14.8
09/10/12;21.8;15.6
10/10/12;23.2;15.3
11/10/12;24.6;13.7
12/10/12;23;15.7
13/10/12;22.3;13.7
14/10/12;22.3;13.1
15/10/12;19.3;10.7
16/10/12;18.7;8.9
17/10/12;23;11.6
18/10/12;23.5;8.5
19/10/12;24.8;8.9
20/10/12;26.4;9
21/10/12;27.4;10.8
22/10/12;26.3;13.4
23/10/12;25;10.4
24/10/12;24.4;7.2
25/10/12;23.1;8.8
26/10/12;18.9;12.3
27/10/12;16.9;13.4
28/10/12;13.9;5.8
29/10/12;11.3;1.4
30/10/12;13;-0.6
31/10/12;12.3;5.8
01/11/12;16.7;11.2
02/11/12;18.4;9
03/11/12;18;9.1
04/11/12;19.6;12.4
05/11/12;20;13
06/11/12;18.2;7.8
07/11/12;17.5;4.4
08/11/12;17;1.7
09/11/12;13;4
10/11/12;18.9;8.2
11/11/12;18.8;14
12/11/12;15.3;10.8
13/11/12;15.9;11
14/11/12;17.5;11.8
15/11/12;14.1;8.1
16/11/12;16.2;3.8
17/11/12;17.3;2
18/11/12;14.1;5.8
19/11/12;13.7;7.5
20/11/12;16.3;8.8
21/11/12;16.9;5.2
22/11/12;14.7;3.7
23/11/12;16.1;5.2
24/11/12;16.4;7.5
25/11/12;16.4;7.6
26/11/12;17.2;7.4
27/11/12;15;11.9
28/11/12;14.3;9.9
29/11/12;12.1;6.9
30/11/12;10.6;5.8
01/12/12;13.4;6.2
02/12/12;11.2;4.9
03/12/12;10.6;-0.1
04/12/12;9.6;1.8
05/12/12;5.8;-0.2
06/12/12;7.4;-2.5
07/12/12;3.3;-2.5
08/12/12;5.2;-1.8
09/12/12;8.7;-3.1
10/12/12;4.1;-2.3
11/12/12;9.6;-3.7
12/12/12;9.2;-3.4
13/12/12;3.1;-3.9
14/12/12;11.2;2.2
15/12/12;13;10.5
16/12/12;15.8;8.4
17/12/12;9.5;3.3
18/12/12;7.1;2.1
19/12/12;10.7;-1.1
20/12/12;4.9;-3.3
21/12/12;5.5;1.2
22/12/12;4.4;0.1
23/12/12;5.7;0.4
24/12/12;13.9;5.8
25/12/12;11.6;9.1
26/12/12;11.2;8.7
27/12/12;11.7;6.5
28/12/12;16.5;3.1
29/12/12;14.2;0
30/12/12;11.7;-2
31/12/12;12.9;-2.3
01/01/13;4.2;-2.5
02/01/13;9.5;2.6
03/01/13;14.5;2.8
04/01/13;9.2;0
05/01/13;9.9;4.6
06/01/13;9.1;4.7
07/01/13;10.3;1.6
08/01/13;8.6;1.8
09/01/13;11.2;5
10/01/13;11.9;7.1
11/01/13;9.4;2.7
12/01/13;9.8;-0.2
13/01/13;7.2;4.4
14/01/13;10.3;1.9
15/01/13;8.9;1.2
16/01/13;6;0.8
17/01/13;6.5;-1.6
18/01/13;8.7;-2
19/01/13;6.8;-2.7
20/01/13;10.6;4.9
21/01/13;11.9;5.8
22/01/13;9.4;2.9
23/01/13;8.6;1.4
24/01/13;9.2;4.7
25/01/13;8;2
26/01/13;7.5;-0.5
27/01/13;9.8;-4
28/01/13;6.2;1.6
29/01/13;12;0.1
30/01/13;10.9;7.4
31/01/13;15.3;6.4
01/02/13;16.7;6
02/02/13;13;3.9
03/02/13;10.5;-0.6
04/02/13;13.1;-2.2
05/02/13;9.9;1.4
06/02/13;12.9;4.1
07/02/13;7.6;3
08/02/13;9.7;1.2
09/02/13;8.1;-0.5
10/02/13;8.3;-5.1
11/02/13;7;-0.9
12/02/13;7.4;0.8
13/02/13;8.1;0.2
14/02/13;11.3;1
15/02/13;13.6;-1.5
16/02/13;12.5;0.8
17/02/13;11.7;1.5
18/02/13;9.1;1.2
19/02/13;12.1;-2.2
20/02/13;7.7;1.8
21/02/13;6.5;1.9
22/02/13;5.3;0.3
23/02/13;3.3;-1.3
24/02/13;7.6;1
25/02/13;8.5;0.2
26/02/13;12.3;-0.5
27/02/13;8.7;-2.3
28/02/13;13.7;-1.8
01/03/13;9.4;-0.5
02/03/13;12.3;5.4
03/03/13;16;-2
04/03/13;19.1;-1.6
05/03/13;13.7;0.6
06/03/13;10.3;7.7
07/03/13;14.1;8
08/03/13;13.8;11
09/03/13;15.5;10
10/03/13;17.3;9.2
11/03/13;14.4;7.3
12/03/13;15.2;6.8
13/03/13;9.3;3.3
14/03/13;10.3;2.8
15/03/13;9.8;0.5
16/03/13;11.3;-2.6
17/03/13;10;1.9
18/03/13;14.4;7.1
19/03/13;14.6;6.2
20/03/13;13.3;3
21/03/13;16.8;2.6
22/03/13;14.4;2.6
23/03/13;16.6;4.2
24/03/13;15.4;8.8
25/03/13;9.8;5.5
26/03/13;6.8;4.3
27/03/13;14.5;4.4
28/03/13;17;6.8
29/03/13;15.1;11.2
30/03/13;15.2;9.6
31/03/13;15.2;6.7
01/04/13;17.8;5.9
02/04/13;14.5;7.1
03/04/13;17.4;7.6
04/04/13;14.9;5.2
05/04/13;12.3;9.1
06/04/13;20.5;8.8
07/04/13;15.3;7.9
08/04/13;13.2;5.4
09/04/13;16.9;7.6
10/04/13;17.8;8.2
11/04/13;19.8;6.4
12/04/13;21;11.2
13/04/13;19.9;8
14/04/13;24.8;4.9
15/04/13;26.4;7.6
16/04/13;26.2;6.9
17/04/13;28.3;9.7
18/04/13;27;10.1
19/04/13;26;9.2
20/04/13;20.8;9.8
21/04/13;19.5;6.2
22/04/13;19.8;7
23/04/13;20.6;5.6
24/04/13;25.8;5.1
25/04/13;25.1;10.1
26/04/13;26;12.4
27/04/13;21.4;14.2
28/04/13;24.6;13.3
29/04/13;29.1;13.2
30/04/13;28.8;16
01/05/13;28.6;14.8
02/05/13;21.3;12.6
03/05/13;26.6;10.8
04/05/13;26.6;10.1
05/05/13;20.5;11.5
06/05/13;23.2;10.6
07/05/13;23.5;12.3
08/05/13;25.4;10.2
09/05/13;28;10.9
10/05/13;23.5;14.2
11/05/13;23.4;13.7
12/05/13;23.8;10.1
13/05/13;24.5;8.3
14/05/13;25.9;8.5
15/05/13;23.7;9.8
16/05/13;21.2;13.3
17/05/13;19.5;11.9
18/05/13;24.4;10.1
19/05/13;20.6;10.7
20/05/13;20.9;9.7
21/05/13;21;8.3
22/05/13;23.8;6.9
23/05/13;22.7;11.2
24/05/13;18.4;11.2
25/05/13;12.3;7.4
26/05/13;21;6.9
27/05/13;21.3;8.7
28/05/13;19.7;11.6
29/05/13;20.2;9.5
30/05/13;17.7;9.6
31/05/13;21.6;10.2
01/06/13;25;10.1
02/06/13;25.6;12.4
03/06/13;22.3;12.3
04/06/13;26.9;11.2
05/06/13;27.3;12.6
06/06/13;28.1;10.9
07/06/13;29.8;11.5
08/06/13;30.5;12
09/06/13;23.1;12.4
10/06/13;23.2;13.7
11/06/13;25.9;13.2
12/06/13;29.9;15.3
13/06/13;30.6;13.3
14/06/13;30.4;14.4
15/06/13;30.2;16.2
16/06/13;32;13.9
17/06/13;34.6;14.7
18/06/13;36.4;17.8
19/06/13;35.8;20.5
20/06/13;34.8;17.4
21/06/13;30;17.9
22/06/13;27.5;14.4
23/06/13;27.7;16.6
24/06/13;25.2;14.1
25/06/13;27.8;12
26/06/13;25.2;13
27/06/13;27.2;13.7
28/06/13;22.8;14.9
29/06/13;26;12.3
30/06/13;29.7;10.8
01/07/13;30.7;11.8
02/07/13;30.9;12.4
03/07/13;29.9;13.4
04/07/13;28.6;17.1
05/07/13;32;14.9
06/07/13;32.1;18.4
07/07/13;31.1;19.1
08/07/13;31.1;20.2
09/07/13;32.2;19.2
10/07/13;33.4;17.3
11/07/13;29.9;18.6
12/07/13;31;17.2
13/07/13;31.2;17.9
14/07/13;31.3;18.2
15/07/13;33;15.7
16/07/13;34.7;17.6
17/07/13;34;18.4
18/07/13;34;17.3
19/07/13;31.1;16.4
20/07/13;32.4;16.5
21/07/13;32.7;14.9
22/07/13;33.2;17.1
23/07/13;34.9;17.3
24/07/13;33.1;18.7
25/07/13;34.2;17.2
26/07/13;36.2;20.4
27/07/13;37.4;18
28/07/13;38.8;18
29/07/13;31.8;19.4
30/07/13;32.8;19.2
31/07/13;33;15.9
01/08/13;34.8;17
02/08/13;38.1;16.8
03/08/13;38.5;18.5
04/08/13;36.7;18
05/08/13;37.7;17.8
06/08/13;38.5;18.4
07/08/13;39.6;18.4
08/08/13;37.9;18.4
09/08/13;34.1;21.4
10/08/13;31.8;18.7
11/08/13;34;18.9
12/08/13;35.9;16.4
13/08/13;35;18
14/08/13;33.8;17.7
15/08/13;30.6;19.5
16/08/13;34.1;20.2
17/08/13;35;15.5
18/08/13;34.2;15.9
19/08/13;33.1;16.2
20/08/13;24.8;17.4
21/08/13;28.7;20
22/08/13;32.5;17.3
23/08/13;32.8;15.6
24/08/13;31.7;17.8
25/08/13;28.4;16
26/08/13;28.8;17.1
27/08/13;29.8;17.1
28/08/13;28.7;17.3
29/08/13;31.7;15.5
30/08/13;30.1;14.4
31/08/13;31.3;12.3
01/09/13;32;12.6
02/09/13;30.8;15.2
03/09/13;33.4;13.9
04/09/13;34.8;14.4
05/09/13;33.9;15.3
06/09/13;33.7;16.2
07/09/13;33.5;16.1
08/09/13;29.6;17.5
09/09/13;28.7;16.8
10/09/13;25.9;15.5
11/09/13;25.9;15.5
12/09/13;26.2;12.8
13/09/13;26.9;13.3
14/09/13;26.9;12.3
15/09/13;24.5;14.8
16/09/13;23.4;14
17/09/13;24.2;14.9
18/09/13;23.4;11.2
19/09/13;27.7;15.9
20/09/13;28.8;12.5
21/09/13;28.8;12.1
22/09/13;27.1;13
23/09/13;28.1;9.6
24/09/13;26.8;10.1
25/09/13;26.2;11.2
26/09/13;25.2;15
27/09/13;23.8;15.8
28/09/13;27.3;17
29/09/13;21.9;15.1
30/09/13;21.5;13
01/10/13;25;11.9
02/10/13;24.4;15.8
03/10/13;23.4;10.8
04/10/13;22.3;14.4
05/10/13;17.1;14.4
06/10/13;21.6;14.7
07/10/13;18.3;14.8
08/10/13;21.8;14.4
09/10/13;23.2;12.9
10/10/13;21.7;14.2
11/10/13;21.3;11.3
12/10/13;19.3;9.2
13/10/13;19.4;7.2
14/10/13;18.1;10.1
15/10/13;21.3;13.9
16/10/13;24;12.8
17/10/13;23.9;11.5
18/10/13;23.1;9.9
19/10/13;23.1;12.3
20/10/13;20.4;12.6
21/10/13;19.9;14.8
22/10/13;25.4;14.6
23/10/13;22.3;15.4
24/10/13;22.4;16.7
25/10/13;25.2;15.1
26/10/13;22.8;13.8
27/10/13;22.2;13.1
28/10/13;25.4;16.4
29/10/13;24.1;17.1
30/10/13;22.9;13.4
31/10/13;20.5;14.7
01/11/13;22;8.9
02/11/13;20.2;12.2
03/11/13;22.7;12.3
04/11/13;18.1;12.3
05/11/13;19.1;10.4
06/11/13;20.4;8.5
07/11/13;22.4;11.3
08/11/13;22.7;13.2
09/11/13;19.8;11.9
10/11/13;15.2;10.1
11/11/13;12.4;8.3
12/11/13;16.2;11.2
13/11/13;18.9;13
14/11/13;16.4;11.9
15/11/13;14.8;11.2
16/11/13;15.4;11.2
17/11/13;14.8;9.8
18/11/13;17.5;9.7
19/11/13;16.8;7.6
20/11/13;12.5;6.3
21/11/13;10.1;4.7
22/11/13;12.8;3.8
23/11/13;9.6;4.1
24/11/13;12.1;3.5
25/11/13;11.6;0.3
26/11/13;8.4;-0.2
27/11/13;4.6;-0.4
28/11/13;9.6;1.3
29/11/13;11.2;-2.6
30/11/13;10.2;-1.5
01/12/13;9.4;6.6
02/12/13;10.7;7.6
03/12/13;13;3.1
04/12/13;12.3;-2.3
05/12/13;10.6;-3.4
06/12/13;10.3;3.7
07/12/13;11.1;1.5
08/12/13;8.8;0.9
09/12/13;8.3;-0.5
10/12/13;10.6;1
11/12/13;8.9;1.4
12/12/13;12.1;1.8
13/12/13;7.5;0.8
14/12/13;9.8;4
15/12/13;14.7;2.2
16/12/13;12.6;-1.7
17/12/13;11.9;-2.5
18/12/13;8.6;-3.4
19/12/13;8;-1.8
20/12/13;13.2;4.1
21/12/13;14.7;6.9
22/12/13;13.2;6.2
23/12/13;12;7.1
24/12/13;12.3;6.9
25/12/13;14.4;10.1
26/12/13;14.1;4.7
27/12/13;10.8;2.9
28/12/13;13.4;1.4
29/12/13;12.6;6
30/12/13;11.6;5.5
31/12/13;11.2;2.5
01/01/14;11;-1.5
02/01/14;8.7;2
03/01/14;11.3;7.4
04/01/14;14.8;10.8
05/01/14;14.8;6.2
06/01/14;14.3;1.8
07/01/14;13.4;2.8
08/01/14;11;3.1
09/01/14;13.4;6.4
10/01/14;12.3;6.9
11/01/14;15.5;7.1
12/01/14;14.3;3.9
13/01/14;7.6;1.5
14/01/14;11.4;7.6
15/01/14;13.7;3.7
16/01/14;10.2;3.3
17/01/14;12.6;10
18/01/14;14;11
19/01/14;15.4;9.6
20/01/14;15.9;9.2
21/01/14;12.9;8.4
22/01/14;12;4
23/01/14;10.8;1.4
24/01/14;10.1;5.2
25/01/14;12;0.7
26/01/14;12.6;-1.3
27/01/14;5.8;0.8
28/01/14;8.1;-0.3
29/01/14;9.4;-3
30/01/14;10.4;4.7
31/01/14;11.3;8.8
01/02/14;16;8.1
02/02/14;11.2;7
03/02/14;15.8;7.8
04/02/14;13;7.9
05/02/14;12.5;7.1
06/02/14;14;5.3
07/02/14;14.8;3
08/02/14;13.4;6.9
09/02/14;14.4;7.8
10/02/14;11.9;7.9
11/02/14;13;6.5
12/02/14;13.7;4.1
13/02/14;15.3;4.6
14/02/14;16.9;6.6
15/02/14;16.7;7.1
16/02/14;18.7;10.7
17/02/14;15.4;9.2
18/02/14;19.5;6.5
19/02/14;18.3;10.2
20/02/14;12.3;8.1
21/02/14;15.7;5.2
22/02/14;14.4;3.7
23/02/14;14.4;1.9
24/02/14;15.6;1.4
25/02/14;15.9;0.4
26/02/14;10.9;4.6
27/02/14;13.3;2.7
28/02/14;11;5.7
01/03/14;10.3;5.6
02/03/14;15.5;3.6
03/03/14;12.9;1.1
04/03/14;12.3;6.5
05/03/14;13.6;6.5
06/03/14;14.9;5.2
07/03/14;18.2;8.2
08/03/14;15.6;8.2
09/03/14;16.8;5.9
10/03/14;13.8;6.2
11/03/14;14.4;6
12/03/14;18.8;3.8
13/03/14;22.3;1.5
14/03/14;22;2.3
15/03/14;18.6;2.3
16/03/14;20.7;4
17/03/14;20.2;7.4
18/03/14;20.9;9.3
19/03/14;19.4;8.5
20/03/14;24.8;5.1
21/03/14;21.4;7.4
22/03/14;17.3;10.3
23/03/14;14.1;6.2
24/03/14;12.6;3.8
25/03/14;15.5;1.1
26/03/14;14.8;6.2
27/03/14;13.9;8.8
28/03/14;19.2;8.3
29/03/14;23;3.8
30/03/14;23;5.5
31/03/14;21.8;4.8
01/04/14;19.3;7.9
02/04/14;19.6;5.9
03/04/14;21;7.1
04/04/14;15.9;11.2
05/04/14;19.2;9.5
06/04/14;21.8;9.8
07/04/14;26.6;7.9
08/04/14;21.9;7.7
09/04/14;21.7;9.4
10/04/14;21.9;5.1
11/04/14;21.9;11.4
12/04/14;21.3;8.5
13/04/14;20.3;10.4
14/04/14;22.4;7.7
15/04/14;17.8;9.9
16/04/14;15.9;6.8
17/04/14;17.9;3.6
18/04/14;19.1;3.9
19/04/14;14.3;9.2
20/04/14;20.5;6.3
21/04/14;20.4;12
22/04/14;22.9;11.5
23/04/14;23.7;11.4
24/04/14;24;11.1
25/04/14;24.5;11.4
26/04/14;23.7;10.8
27/04/14;16.9;12.3
28/04/14;14.5;11
29/04/14;19;10.4
30/04/14;20.3;11.8
01/05/14;20.5;9.9
02/05/14;18.5;11
03/05/14;18.1;10.4
04/05/14;20.4;10.2
05/05/14;23.3;6.7
06/05/14;23.6;8.4
07/05/14;21.9;10.1
08/05/14;25.3;9.9
09/05/14;26;10.9
10/05/14;26.2;10.9
11/05/14;23.5;15.5
12/05/14;22.7;12.9
13/05/14;22.1;11
14/05/14;24;10.6
15/05/14;22;8.1
16/05/14;24.6;10.2
17/05/14;24.3;10.8
18/05/14;23.7;8.7
19/05/14;22.6;10.7
20/05/14;27;14.1
21/05/14;29.2;12.9
22/05/14;28.7;14.7
23/05/14;23.1;13.8
24/05/14;25.4;12.3
25/05/14;28.4;9.6
26/05/14;24.8;14.8
27/05/14;20.3;14.7
28/05/14;23.1;12.8
29/05/14;23.8;10.9
30/05/14;23.8;13.1
31/05/14;22.7;14.3
01/06/14;25.6;10.4
02/06/14;27.9;10.7
03/06/14;27.1;14.5
04/06/14;26.4;14.2
05/06/14;27.5;15.2
06/06/14;30.5;13.4
07/06/14;33;15.8
08/06/14;35.4;17.2
09/06/14;34.5;18.5
10/06/14;35.5;17.9
11/06/14;36.1;20.2
12/06/14;35.1;19.2
13/06/14;34.1;19.5
14/06/14;30.2;19.1
15/06/14;23.2;17.3
16/06/14;22.2;15.4
17/06/14;24.1;15.5
18/06/14;25.3;16.2
19/06/14;28.1;14.8
20/06/14;26.9;16
21/06/14;29.3;14.8
22/06/14;30.5;15.8
23/06/14;31.2;17.8
24/06/14;31.6;17.9
25/06/14;27.6;20
26/06/14;25.8;17.9
27/06/14;29.5;16
28/06/14;29.4;19.3
29/06/14;30.1;15.7
30/06/14;27.7;15.9
01/07/14;28.3;16
02/07/14;29.8;17
03/07/14;30.7;17.9
04/07/14;33.5;21.2
05/07/14;28.2;20.5
06/07/14;30.4;19.5
07/07/14;31.3;18.5
08/07/14;24.1;17.6
09/07/14;24.7;14.4
10/07/14;23.6;14
11/07/14;26.7;14.1
12/07/14;29.4;15.8
13/07/14;27;17.3
14/07/14;25.9;17.5
15/07/14;29;16.1
16/07/14;30.9;17.8
17/07/14;33;18.5
18/07/14;33.5;19.8
19/07/14;34.7;19.2
20/07/14;33.3;20
21/07/14;24;17
22/07/14;28.3;18.1
23/07/14;29.6;20.2
24/07/14;26;18.4
25/07/14;29.6;19.7
26/07/14;29.5;19.5
27/07/14;27.7;19
28/07/14;30.6;17.8
29/07/14;24.7;18.6
30/07/14;23.3;16.1
31/07/14;29.4;17.8
01/08/14;29.8;19.7
02/08/14;30.4;19.9
03/08/14;29;18.8
